DUF881               PF05949.12   145 MT_RS00075           -            263   1.7e-37  128.5   0.0   1   1   1.5e-41   2.6e-37  127.9   0.0     4   145   105   255   102   255 0.94 Bacterial protein of unknown function (DUF881)
GATase               PF00117.28   190 MT_RS00080           -            233   1.4e-48  165.2   0.0   1   1     2e-52   1.8e-48  164.8   0.0     2   187     5   189     4   191 0.96 Glutamine amidotransferase class-I
Peptidase_C26        PF07722.13   216 MT_RS00080           -            233   3.3e-12   46.6   0.1   1   1   2.1e-15   1.9e-11   44.1   0.1    86   216    57   174    50   174 0.85 Peptidase C26
PASTA                PF03793.19    63 MT_RS00085           -            627   9.5e-54  179.1   9.0   1   4   9.5e-21   4.2e-17   61.7   0.4     1    63   360   422   360   422 0.98 PASTA domain
PASTA                PF03793.19    63 MT_RS00085           -            627   9.5e-54  179.1   9.0   2   4   1.6e-12   7.1e-09   35.4   0.2     2    61   428   488   427   490 0.92 PASTA domain
PASTA                PF03793.19    63 MT_RS00085           -            627   9.5e-54  179.1   9.0   3   4   3.8e-16   1.7e-12   47.0   1.7     3    63   497   557   495   557 0.95 PASTA domain
PASTA                PF03793.19    63 MT_RS00085           -            627   9.5e-54  179.1   9.0   4   4   6.6e-13     3e-09   36.6   0.0     2    61   562   624   561   626 0.82 PASTA domain
Pkinase              PF00069.25   264 MT_RS00085           -            627   1.2e-50  172.3   0.0   1   1   3.6e-54   1.6e-50  171.9   0.0     1   255    11   265    11   273 0.92 Protein kinase domain
Pkinase_Tyr          PF07714.17   259 MT_RS00085           -            627   1.5e-35  122.7   0.0   1   1   4.6e-39   2.1e-35  122.3   0.0     3   251    13   264    11   272 0.87 Protein tyrosine kinase
Pkinase              PF00069.25   264 MT_RS00090           -            432   1.7e-46  158.8   0.0   1   1     5e-50   2.2e-46  158.3   0.0     1   253    13   261    13   271 0.92 Protein kinase domain
Pkinase_Tyr          PF07714.17   259 MT_RS00090           -            432   2.1e-32  112.5   0.0   1   1   6.1e-36   2.8e-32  112.0   0.0     3   249    15   260    13   263 0.91 Protein tyrosine kinase
Kdo                  PF06293.14   207 MT_RS00090           -            432   8.4e-06   25.3   0.0   1   1   2.7e-09   1.2e-05   24.8   0.0    57   165    57   159    25   168 0.81 Lipopolysaccharide kinase (Kdo/WaaP) family
Transpeptidase       PF00905.22   306 MT_RS00095           -            492   1.2e-75  254.6   0.0   1   1   8.1e-80   1.4e-75  254.3   0.0     1   306   160   484   160   484 0.96 Penicillin binding protein transpeptidase domain
FTSW_RODA_SPOVE      PF01098.19   359 MT_RS00100           -            470  3.6e-105  351.9  17.3   1   1  3.3e-109  5.9e-105  351.2  17.3     3   357    81   444    79   446 0.94 Cell cycle protein
PP2C_2               PF13672.6    210 MT_RS00105           -            515   1.3e-13   51.1   0.4   1   1   2.4e-17   2.2e-13   50.4   0.4    10   183    21   201    16   220 0.76 Protein phosphatase 2C
PP2C                 PF00481.21   258 MT_RS00105           -            515   8.2e-08   32.2   0.0   1   1   7.8e-10     7e-06   25.9   0.0    29   140    26   136    11   142 0.82 Protein phosphatase 2C
Yop-YscD_cpl         PF16697.5     92 MT_RS00110           -            156   2.5e-16   59.7   0.0   1   1   3.6e-20   3.2e-16   59.4   0.0     2    89    66   154    65   155 0.94 Inner membrane component of T3SS, cytoplasmic domain
FHA                  PF00498.26    69 MT_RS00110           -            156   2.2e-15   56.7   0.0   1   1   3.8e-19   3.4e-15   56.1   0.0     2    69    84   147    83   147 0.96 FHA domain
DUF3662              PF12401.8    115 MT_RS00115           -            522   9.1e-35  119.5   0.0   1   1   2.1e-38   1.3e-34  119.0   0.0     2   114     9   121     8   122 0.98 Protein of unknown function (DUF2662)
FHA                  PF00498.26    69 MT_RS00115           -            522   1.2e-16   60.8   0.0   1   1   3.4e-20     2e-16   60.1   0.0     2    69   450   512   449   512 0.98 FHA domain
Yop-YscD_cpl         PF16697.5     92 MT_RS00115           -            522   2.3e-14   53.5   0.1   1   1     6e-18   3.6e-14   52.9   0.1     8    87   438   517   436   521 0.96 Inner membrane component of T3SS, cytoplasmic domain
NMO                  PF03060.15   331 MT_RS00125           -            323   2.8e-40  138.7   7.2   1   2   3.8e-13   2.3e-09   37.1   0.5     3    53     6    56     4    64 0.92 Nitronate monooxygenase
NMO                  PF03060.15   331 MT_RS00125           -            323   2.8e-40  138.7   7.2   2   2   7.8e-34   4.7e-30  105.1   1.2   106   328    81   308    70   311 0.81 Nitronate monooxygenase
FMN_dh               PF01070.18   348 MT_RS00125           -            323   5.1e-08   32.3   4.5   1   1   1.4e-11   8.4e-08   31.6   4.5   223   305   116   202   103   214 0.85 FMN-dependent dehydrogenase
Whib                 PF02467.16    64 MT_RS00130           -            140   2.7e-13   50.3   1.6   1   1   2.2e-17     4e-13   49.8   1.6     1    64    12    83     5    83 0.89 Transcription factor WhiB
HTH_3                PF01381.22    55 MT_RS00135           -            257   1.5e-11   44.1   0.0   1   1   1.5e-14   1.3e-10   41.1   0.0     1    52    10    61    10    64 0.97 Helix-turn-helix
HTH_31               PF13560.6     64 MT_RS00135           -            257   6.8e-11   42.4   5.7   1   1   1.6e-13   1.4e-09   38.1   0.5     2    58     6    61     5    67 0.95 Helix-turn-helix domain
NLPC_P60             PF00877.19   105 MT_RS00140           -            282   3.1e-21   75.4   0.0   1   1   2.8e-25   5.1e-21   74.7   0.0     1    94   182   271   182   280 0.92 NlpC/P60 family
DUF4226              PF10774.9    111 MT_RS00145           -            120   1.5e-25   89.6   5.4   1   1   1.1e-29   1.9e-25   89.3   5.4     1    77     4    81     4    83 0.99 Domain of unknown function (DUF4226)
DUF4226              PF10774.9    111 MT_RS00150           -            449   1.1e-36  125.4   7.7   1   1   8.7e-41   1.6e-36  125.0   5.8     1   111    75   184    75   184 0.99 Domain of unknown function (DUF4226)
T7SS_ESX_EspC        PF10824.8    100 MT_RS00155           -            106   6.4e-29  100.4   1.7   1   1     4e-33   7.1e-29  100.2   1.7     1    99     1    98     1    99 0.99 Excreted virulence factor EspC, type VII ESX diderm
DUF2694              PF10904.8     97 MT_RS00160           -            102   3.5e-61  203.3   1.1   1   1   2.2e-65   3.9e-61  203.1   1.1     1    97     1    97     1    97 0.99 Protein of unknown function (DUF2694)
DUF5631              PF18645.1     96 MT_RS20620           -            240   1.3e-36  124.8   0.4   1   1   3.1e-40   2.7e-36  123.8   0.4     2    96   143   235   142   235 0.97 Family of unknown function (DUF5631)
DUF5632              PF18646.1     81 MT_RS20620           -            240   1.1e-35  121.5   0.3   1   1   3.2e-39   2.8e-35  120.2   0.3     2    81    38   117    37   117 0.98 Family of unknown function (DUF5632)
DUF2710              PF10921.8    104 MT_RS00170           -            110   1.3e-63  211.9   2.1   1   1   8.2e-68   1.5e-63  211.7   2.1     1   104     3   106     3   106 0.99 Protein of unknown function (DUF2710)
Aminotran_1_2        PF00155.21   363 MT_RS00180           -            772   2.5e-55  188.2   0.0   1   1   8.5e-59   3.1e-55  187.8   0.0     3   361   418   755   416   757 0.95 Aminotransferase class I and II
Acetyltransf_6       PF13480.7    142 MT_RS00180           -            772   5.6e-08   33.0   1.2   1   1   1.6e-11   5.6e-08   33.0   1.2    20   139   186   308   168   311 0.84 Acetyltransferase (GNAT) domain
Beta_elim_lyase      PF01212.21   293 MT_RS00180           -            772   6.1e-07   29.0   0.1   1   1     3e-10   1.1e-06   28.2   0.1    36   221   465   636   457   692 0.80 Beta-eliminating lyase
DegT_DnrJ_EryC1      PF01041.17   361 MT_RS00180           -            772     3e-06   26.8   0.1   1   1   1.4e-09   5.1e-06   26.0   0.1    27   151   465   588   458   604 0.83 DegT/DnrJ/EryC1/StrS aminotransferase family
Cys_Met_Meta_PP      PF01053.20   382 MT_RS00180           -            772   2.1e-05   23.2   0.0   1   1   9.4e-09   3.4e-05   22.6   0.0    55   180   464   588   458   592 0.84 Cys/Met metabolism PLP-dependent enzyme
PP-binding           PF00550.25    67 MT_RS00185           -             88   2.2e-11   43.9   0.4   1   1   1.4e-15   2.4e-11   43.8   0.4     3    64     5    66     3    69 0.89 Phosphopantetheine attachment site
SnoaL_2              PF12680.7    102 MT_RS00190           -            132   8.4e-11   42.4   1.1   1   1   5.8e-15     1e-10   42.1   1.1     1   101    10   115    10   116 0.86 SnoaL-like domain
AMP-binding          PF00501.28   423 MT_RS00195           -            563   3.1e-52  177.6   0.0   1   1   2.1e-56   3.8e-52  177.3   0.0     7   422    17   436    11   437 0.85 AMP-binding enzyme
MDMPI_N              PF11716.8    141 MT_RS00200           -            258   5.9e-31  108.0  21.2   1   1     2e-34   1.2e-30  107.1  21.2     1   141    11   147    11   147 0.98 Mycothiol maleylpyruvate isomerase N-terminal domain
Wyosine_form         PF08608.12    63 MT_RS00200           -            258   1.7e-09   37.9   0.0   1   1   5.7e-13   3.4e-09   36.9   0.0     1    56   183   226   183   234 0.93 Wyosine base formation
DinB_2               PF12867.7    128 MT_RS00200           -            258     8e-08   32.9   6.1   1   1   1.3e-11     8e-08   32.9   6.1     3    93    12   117    10   163 0.79 DinB superfamily
MFS_1                PF07690.16   353 MT_RS00205           -            442   4.2e-10   39.1  44.9   1   1   2.4e-14   4.2e-10   39.1  44.9    29   350    65   394    38   396 0.72 Major Facilitator Superfamily
DUF179               PF02622.15   160 MT_RS00210           -            203   1.1e-35  123.0   0.0   1   1   7.8e-40   1.4e-35  122.6   0.0     3   159    31   185    29   185 0.86 Uncharacterized ACR, COG1678
Lpp-LpqN             PF10738.9    174 MT_RS00220           -            311   8.7e-63  210.9   0.0   1   1   6.1e-67   1.1e-62  210.6   0.0     2   173   103   270   102   271 0.98 Probable lipoprotein LpqN
tRNA-synt_1_2        PF13603.6    185 MT_RS00225           -            970   4.3e-55  186.1   0.0   1   1   3.1e-58   1.4e-54  184.4   0.0     1   185   305   504   305   504 0.93 Leucyl-tRNA synthetase, Domain 2
tRNA-synt_1          PF00133.22   602 MT_RS00225           -            970   2.3e-34  118.6   0.0   1   1   1.7e-21   7.7e-18   64.1   0.0   154   350   231   507   225   515 0.87 tRNA synthetases class I (I, L, M and V)
tRNA-synt_1g         PF09334.11   391 MT_RS00225           -            970   1.6e-15   56.8   0.0   1   1     8e-16   3.6e-12   45.7   0.0     5   109    75   182    71   192 0.89 tRNA synthetases class I (M)
Anticodon_1          PF08264.13   152 MT_RS00225           -            970   6.6e-13   48.9   0.0   1   1   2.9e-16   1.3e-12   47.9   0.0     5   149   818   933   814   938 0.85 Anticodon-binding domain of tRNA
MarR                 PF01047.22    59 MT_RS00230           -            209   1.2e-17   63.6   1.0   1   1   5.3e-21   3.1e-17   62.2   0.4     1    59    83   141    83   141 0.99 MarR family
MarR_2               PF12802.7     62 MT_RS00230           -            209   1.6e-09   37.5   2.0   1   1   5.3e-13   3.1e-09   36.6   1.3     2    62    82   140    81   140 0.98 MarR family
HTH_27               PF13463.6     68 MT_RS00230           -            209   8.3e-06   26.2   0.2   1   1   3.4e-09     2e-05   25.0   0.1    37    68   118   149    84   149 0.86 Winged helix DNA-binding domain
GntR                 PF00392.21    64 MT_RS00235           -            245   5.5e-13   48.4   0.1   1   1     5e-17   8.9e-13   47.7   0.1     3    64    11    71     9    71 0.97 Bacterial regulatory proteins, gntR family
Bac_luciferase       PF00296.20   314 MT_RS00240           -            265   8.5e-33  114.1   0.1   1   1   1.3e-36   2.4e-32  112.6   0.1    10   220    12   214     9   221 0.85 Luciferase-like monooxygenase
Abhydrolase_6        PF12697.7    220 MT_RS00245           -            299   1.7e-19   71.3   9.6   1   1   2.3e-23   2.1e-19   71.0   9.6     1   219    52   289    52   290 0.67 Alpha/beta hydrolase family
Abhydrolase_1        PF00561.20   257 MT_RS00245           -            299   5.3e-11   42.6   0.4   1   1   6.5e-14   5.8e-10   39.2   0.4     1   255    50   282    50   284 0.81 alpha/beta hydrolase fold
Inos-1-P_synth       PF01658.17   109 MT_RS00250           -            368   2.1e-32  111.6   0.0   1   1   6.1e-36   1.1e-31  109.3   0.0     1   109   203   311   203   311 0.96 Myo-inositol-1-phosphate synthase
PadR                 PF03551.14    75 MT_RS00255           -            181   4.7e-22   77.7   0.0   1   1   8.7e-26   7.8e-22   77.0   0.0     1    74     6    81     6    82 0.97 Transcriptional regulator PadR-like family
DUF1707              PF08044.11    53 MT_RS00260           -            290   4.1e-17   62.0   6.2   1   1   4.2e-21   7.5e-17   61.1   6.2     1    53    17    69    17    69 0.98 Domain of unknown function (DUF1707)
DUF5318              PF17249.2    131 MT_RS00265           -            138   7.7e-59  197.2   0.1   1   1     5e-63     9e-59  197.0   0.1     8   124     1   117     1   123 0.97 Family of unknown function (DUF5318)
Transgly             PF00912.22   178 MT_RS00270           -            679   1.8e-56  190.4   0.0   1   1   3.3e-60   2.9e-56  189.7   0.0     5   177    41   217    37   218 0.92 Transglycosylase
Transpeptidase       PF00905.22   306 MT_RS00270           -            679   7.9e-27   94.3   1.6   1   1   1.4e-30   1.3e-26   93.6   1.6     2   289   311   578   310   600 0.84 Penicillin binding protein transpeptidase domain
GT87                 PF09594.10   239 MT_RS00275           -            561   1.7e-14   54.2  36.9   1   1   9.2e-19   1.7e-14   54.2  36.9    16   234   181   409   171   414 0.71 Glycosyltransferase family 87
DJ-1_PfpI            PF01965.24   165 MT_RS00280           -            213   2.6e-25   89.1   0.0   1   1   1.7e-29     3e-25   88.9   0.0     2   164     2   165     1   166 0.94 DJ-1/PfpI family
Ribosomal_S6         PF01250.17    90 MT_RS00285           -             97   4.1e-28   97.5   0.0   1   1   2.5e-32   4.6e-28   97.3   0.0     2    90     4    92     3    92 0.98 Ribosomal protein S6
SSB                  PF00436.25   104 MT_RS00290           -            165   1.2e-30  105.6   0.0   1   1   8.3e-35   1.5e-30  105.3   0.0     3   101     6   106     4   109 0.96 Single-strand binding protein family
Ribosomal_S18        PF01084.20    52 MT_RS00295           -             85   2.1e-22   79.1   0.5   1   1   1.5e-26   2.6e-22   78.8   0.5     3    52    28    77    26    77 0.97 Ribosomal protein S18
Ribosomal_L9_C       PF03948.14    86 MT_RS00300           -            153     7e-23   80.9   0.3   1   1   1.1e-26     1e-22   80.4   0.3     1    86    63   150    63   150 0.93 Ribosomal protein L9, C-terminal domain
Ribosomal_L9_N       PF01281.19    47 MT_RS00300           -            153   4.6e-20   70.9   0.0   1   1   8.3e-24   7.5e-20   70.2   0.0     1    46     1    46     1    47 0.98 Ribosomal protein L9, N-terminal domain
DnaB_C               PF03796.15   255 MT_RS00310           -            875   4.5e-96  321.1   0.0   1   1   1.5e-99   5.4e-96  320.8   0.0     1   255   201   871   201   871 0.99 DnaB-like helicase C terminal domain
DnaB                 PF00772.21   103 MT_RS00310           -            875   9.7e-34  115.6   0.0   1   1   9.1e-37   3.3e-33  113.9   0.0     1   103    23   125    23   125 0.99 DnaB-like helicase N terminal domain
Intein_splicing      PF14890.6    134 MT_RS00310           -            875   1.8e-20   73.3   0.0   1   1   8.5e-24     3e-20   72.5   0.0     4   134   410   815   407   815 0.97 Intein splicing domain
LAGLIDADG_3          PF14528.6     83 MT_RS00310           -            875   7.8e-19   67.8   0.0   1   1   6.2e-22   2.2e-18   66.3   0.0     1    83   611   694   611   694 0.98 LAGLIDADG-like domain
AAA_25               PF13481.6    194 MT_RS00310           -            875   1.9e-15   56.9   0.0   1   1   1.4e-18     5e-15   55.6   0.0    14   191   201   380   191   383 0.89 AAA domain
DarT                 PF14487.6    200 MT_RS00315           -            231   9.2e-55  185.6   0.0   1   1   5.9e-59     1e-54  185.4   0.0     1   200    29   230    29   230 0.97 ssDNA thymidine ADP-ribosyltransferase, DarT
Macro                PF01661.21   118 MT_RS00320           -            353     1e-23   83.6   0.0   1   1   9.1e-28   1.6e-23   83.0   0.0     1   117    18   131    18   132 0.98 Macro domain
Glyco_hydro_6        PF01341.17   306 MT_RS00335           -            381   1.7e-70  238.2   0.0   1   1   1.1e-74   2.1e-70  237.9   0.0     8   305   105   363    98   364 0.92 Glycosyl hydrolases family 6
FAD_binding_4        PF01565.23   139 MT_RS00340           -            480   1.9e-30  105.4   5.9   1   1   2.2e-34   1.9e-30  105.4   4.1     1   138    74   209    74   210 0.98 FAD binding domain
BBE                  PF08031.12    46 MT_RS00340           -            480   3.8e-08   33.3   0.1   1   1     9e-12     8e-08   32.3   0.1     2    38   439   472   438   474 0.96 Berberine and berberine like
UPF0182              PF03699.13   758 MT_RS00345           -            980  4.7e-271  901.3   0.0   1   1  3.1e-275  5.6e-271  901.0   0.0     7   758    25   819    19   819 0.95 Uncharacterised protein family (UPF0182)
PIN                  PF01850.21   122 MT_RS00355           -            134   7.4e-06   26.5   0.1   1   1   4.9e-10   8.9e-06   26.2   0.1     2   119     5   122     4   125 0.78 PIN domain
IDH                  PF03971.14   734 MT_RS00360           -            746         0 1250.4   0.0   1   1         0         0 1250.2   0.0     1   733     7   740     7   741 1.00 Monomeric isocitrate dehydrogenase
TetR_N               PF00440.23    47 MT_RS00365           -            190   8.2e-15   54.3   0.1   1   1   9.7e-19   1.7e-14   53.3   0.1     2    47    20    64    19    64 0.97 Bacterial regulatory proteins, tetR family
adh_short            PF00106.25   195 MT_RS00370           -            304   6.6e-29  100.8   0.8   1   1   1.4e-31   8.4e-28   97.2   0.8     2   190    16   218    15   222 0.86 short chain dehydrogenase
adh_short_C2         PF13561.6    234 MT_RS00370           -            304   5.4e-20   72.0   1.7   1   1   4.7e-23   2.8e-19   69.6   1.7     1   182    21   218    21   240 0.76 Enoyl-(Acyl carrier protein) reductase
KR                   PF08659.10   180 MT_RS00370           -            304   1.8e-10   41.0   0.9   1   1   4.3e-14   2.6e-10   40.5   0.9     3    94    17   106    15   158 0.85 KR domain
SDH_alpha            PF03313.15   260 MT_RS00375           -            462   1.6e-96  323.0   6.3   1   1   1.7e-99   1.5e-95  319.8   4.8     4   260   187   451   184   451 0.93 Serine dehydratase alpha chain
SDH_beta             PF03315.15   155 MT_RS00375           -            462   3.5e-54  183.4   0.0   1   1   7.3e-58   6.6e-54  182.5   0.0     1   154     4   156     4   157 0.98 Serine dehydratase beta chain
SHMT                 PF00464.19   399 MT_RS00380           -            426  2.4e-159  530.3   0.0   1   1  6.3e-163  2.8e-159  530.0   0.0     2   399     9   390     8   390 0.98 Serine hydroxymethyltransferase
Aminotran_1_2        PF00155.21   363 MT_RS00380           -            426   2.6e-09   36.7   0.0   1   1   1.1e-12   4.9e-09   35.8   0.0    67   347    89   369    52   376 0.74 Aminotransferase class I and II
DegT_DnrJ_EryC1      PF01041.17   361 MT_RS00380           -            426   9.1e-06   25.2   1.0   1   1   2.8e-09   1.3e-05   24.8   1.0    89   203   144   260    80   279 0.82 DegT/DnrJ/EryC1/StrS aminotransferase family
RVT_1                PF00078.27   222 MT_RS00385           -            239   9.2e-18   64.6   0.0   1   1   6.7e-22   1.2e-17   64.2   0.0     1   105    74   177    74   197 0.86 Reverse transcriptase (RNA-dependent DNA polymerase)
ABC_tran             PF00005.27   137 MT_RS00395           -            331   1.5e-32  113.0   0.0   1   1   4.8e-36   2.9e-32  112.1   0.0     2   137    24   172    23   172 0.95 ABC transporter
cNMP_binding         PF00027.29    89 MT_RS00395           -            331   3.4e-19   68.7   0.5   1   1   1.5e-22   9.2e-19   67.3   0.2     2    84   229   311   228   314 0.95 Cyclic nucleotide-binding domain
Amidohydro_1         PF01979.20   344 MT_RS00400           -            412   6.3e-52  177.0   0.1   1   1   8.6e-56   7.7e-52  176.7   0.1     1   344    65   398    65   398 0.88 Amidohydrolase family
Amidohydro_3         PF07969.11   473 MT_RS00400           -            412   5.4e-21   75.6  14.1   1   1   2.2e-20   1.9e-16   60.6   9.0   161   472    99   398    86   399 0.82 Amidohydrolase family
Aminotran_1_2        PF00155.21   363 MT_RS00405           -            391   1.4e-32  113.3   0.0   1   1   8.8e-37   1.6e-32  113.1   0.0    79   363    98   381    40   381 0.86 Aminotransferase class I and II
Abhydrolase_1        PF00561.20   257 MT_RS00415           -            277   2.2e-14   53.7   0.0   1   1   6.3e-18   3.7e-14   53.0   0.0     2   252    23   257    22   262 0.87 alpha/beta hydrolase fold
Abhydrolase_6        PF12697.7    220 MT_RS00415           -            277     1e-12   49.2   9.3   1   1     2e-16   1.2e-12   48.9   9.3     1   219    24   267    24   268 0.64 Alpha/beta hydrolase family
TetR_N               PF00440.23    47 MT_RS00420           -            202   1.8e-15   56.4   0.1   1   1   2.5e-19   4.4e-15   55.2   0.1     1    46    19    64    19    65 0.96 Bacterial regulatory proteins, tetR family
AbiEii               PF08843.11   239 MT_RS00425           -            198   2.8e-08   34.0   2.7   1   1   2.6e-12   4.7e-08   33.3   2.7     9   190    16   182     9   196 0.70 Nucleotidyl transferase AbiEii toxin, Type IV TA system
Ribosom_S30AE_C      PF16321.5     57 MT_RS00435           -            274   2.1e-16   59.4   0.0   1   1   2.3e-14   4.1e-10   39.2   0.0     3    50   132   179   130   186 0.93 Sigma 54 modulation/S30EA ribosomal protein C terminus
Pyridox_ox_2         PF12900.7    141 MT_RS00440           -            153   1.1e-22   80.6   2.6   1   1   7.6e-27   1.4e-22   80.2   2.6     1   140    20   143    20   144 0.92 Pyridoxamine 5'-phosphate oxidase
HTH_20               PF12840.7     61 MT_RS00445           -            115   3.6e-10   39.7   2.2   1   1   5.4e-13   4.9e-09   36.1   0.5     2    60    12    70    11    71 0.91 Helix-turn-helix domain
HTH_5                PF01022.20    47 MT_RS00445           -            115   1.6e-08   34.3   0.3   1   1   3.5e-12   3.1e-08   33.3   0.3     1    45    19    64    19    66 0.95 Bacterial regulatory protein, arsR family
Oxidored_q6          PF01058.22   131 MT_RS00450           -            160     2e-24   85.9   1.2   1   1   1.4e-28   2.4e-24   85.6   1.2     1   130    45   155    45   156 0.95 NADH ubiquinone oxidoreductase, 20 Kd subunit
Proton_antipo_M      PF00361.20   293 MT_RS00455           -            641   1.5e-52  178.6  17.7   1   1   8.3e-57   1.5e-52  178.6  17.7     1   278   101   384   101   399 0.92 Proton-conducting membrane transporter
