NLPC_P60             PF00877.19 MT_RS00140           -            3.1e-21   75.4   0.0   5.1e-21   74.7   0.0   1.3   1   0   0   1   1   1   1 NlpC/P60 family
DUF4226              PF10774.9  MT_RS00145           -            1.5e-25   89.6   5.4   1.9e-25   89.3   5.4   1.1   1   0   0   1   1   1   1 Domain of unknown function (DUF4226)
DUF4226              PF10774.9  MT_RS00150           -            1.1e-36  125.4   7.7   1.6e-36  125.0   5.8   2.0   2   0   0   2   2   1   1 Domain of unknown function (DUF4226)
T7SS_ESX_EspC        PF10824.8  MT_RS00155           -            6.4e-29  100.4   1.7   7.1e-29  100.2   1.7   1.0   1   0   0   1   1   1   1 Excreted virulence factor EspC, type VII ESX diderm
DUF2694              PF10904.8  MT_RS00160           -            3.5e-61  203.3   1.1   3.9e-61  203.1   1.1   1.0   1   0   0   1   1   1   1 Protein of unknown function (DUF2694)
DUF5631              PF18645.1  MT_RS20620           -            1.3e-36  124.8   0.4   2.7e-36  123.8   0.4   1.6   1   0   0   1   1   1   1 Family of unknown function (DUF5631)
DUF5632              PF18646.1  MT_RS20620           -            1.1e-35  121.5   0.3   2.8e-35  120.2   0.3   1.7   1   0   0   1   1   1   1 Family of unknown function (DUF5632)
DUF2710              PF10921.8  MT_RS00170           -            1.3e-63  211.9   2.1   1.5e-63  211.7   2.1   1.0   1   0   0   1   1   1   1 Protein of unknown function (DUF2710)
Aminotran_1_2        PF00155.21 MT_RS00180           -            2.5e-55  188.2   0.0   3.1e-55  187.8   0.0   1.1   1   0   0   1   1   1   1 Aminotransferase class I and II
Acetyltransf_6       PF13480.7  MT_RS00180           -            5.6e-08   33.0   1.2   5.6e-08   33.0   1.2   2.5   3   0   0   3   3   1   1 Acetyltransferase (GNAT) domain
Beta_elim_lyase      PF01212.21 MT_RS00180           -            6.1e-07   29.0   0.1   1.1e-06   28.2   0.1   1.3   1   0   0   1   1   1   1 Beta-eliminating lyase
DegT_DnrJ_EryC1      PF01041.17 MT_RS00180           -              3e-06   26.8   0.1   5.1e-06   26.0   0.1   1.3   1   0   0   1   1   1   1 DegT/DnrJ/EryC1/StrS aminotransferase family
Cys_Met_Meta_PP      PF01053.20 MT_RS00180           -            2.1e-05   23.2   0.0   3.4e-05   22.6   0.0   1.2   1   0   0   1   1   1   1 Cys/Met metabolism PLP-dependent enzyme
PP-binding           PF00550.25 MT_RS00185           -            2.2e-11   43.9   0.4   2.4e-11   43.8   0.4   1.1   1   0   0   1   1   1   1 Phosphopantetheine attachment site
SnoaL_2              PF12680.7  MT_RS00190           -            8.4e-11   42.4   1.1     1e-10   42.1   1.1   1.1   1   0   0   1   1   1   1 SnoaL-like domain
AMP-binding          PF00501.28 MT_RS00195           -            3.1e-52  177.6   0.0   3.8e-52  177.3   0.0   1.1   1   0   0   1   1   1   1 AMP-binding enzyme
MDMPI_N              PF11716.8  MT_RS00200           -            5.9e-31  108.0  21.2   1.2e-30  107.1  21.2   1.5   1   0   0   1   1   1   1 Mycothiol maleylpyruvate isomerase N-terminal domain
Wyosine_form         PF08608.12 MT_RS00200           -            1.7e-09   37.9   0.0   3.4e-09   36.9   0.0   1.5   1   0   0   1   1   1   1 Wyosine base formation
DinB_2               PF12867.7  MT_RS00200           -              8e-08   32.9   6.1     8e-08   32.9   6.1   1.7   1   1   1   2   2   1   1 DinB superfamily
MFS_1                PF07690.16 MT_RS00205           -            4.2e-10   39.1  44.9   4.2e-10   39.1  44.9   2.2   1   1   1   2   2   1   1 Major Facilitator Superfamily
DUF179               PF02622.15 MT_RS00210           -            1.1e-35  123.0   0.0   1.4e-35  122.6   0.0   1.1   1   0   0   1   1   1   1 Uncharacterized ACR, COG1678
Lpp-LpqN             PF10738.9  MT_RS00220           -            8.7e-63  210.9   0.0   1.1e-62  210.6   0.0   1.1   1   0   0   1   1   1   1 Probable lipoprotein LpqN
tRNA-synt_1_2        PF13603.6  MT_RS00225           -            4.3e-55  186.1   0.0   1.4e-54  184.4   0.0   1.8   1   1   0   1   1   1   1 Leucyl-tRNA synthetase, Domain 2
tRNA-synt_1          PF00133.22 MT_RS00225           -            2.3e-34  118.6   0.0   7.7e-18   64.1   0.0   5.2   3   2   1   4   4   1   1 tRNA synthetases class I (I, L, M and V)
tRNA-synt_1g         PF09334.11 MT_RS00225           -            1.6e-15   56.8   0.0   3.6e-12   45.7   0.0   2.9   3   0   0   3   3   1   1 tRNA synthetases class I (M)
Anticodon_1          PF08264.13 MT_RS00225           -            6.6e-13   48.9   0.0   1.3e-12   47.9   0.0   1.5   1   0   0   1   1   1   1 Anticodon-binding domain of tRNA
MarR                 PF01047.22 MT_RS00230           -            1.2e-17   63.6   1.0   3.1e-17   62.2   0.4   1.9   2   0   0   2   2   1   1 MarR family
MarR_2               PF12802.7  MT_RS00230           -            1.6e-09   37.5   2.0   3.1e-09   36.6   1.3   1.9   2   0   0   2   2   1   1 MarR family
HTH_27               PF13463.6  MT_RS00230           -            8.3e-06   26.2   0.2     2e-05   25.0   0.1   1.8   2   0   0   2   2   1   1 Winged helix DNA-binding domain
GntR                 PF00392.21 MT_RS00235           -            5.5e-13   48.4   0.1   8.9e-13   47.7   0.1   1.4   1   0   0   1   1   1   1 Bacterial regulatory proteins, gntR family
Bac_luciferase       PF00296.20 MT_RS00240           -            8.5e-33  114.1   0.1   2.4e-32  112.6   0.1   1.6   1   1   0   1   1   1   1 Luciferase-like monooxygenase
Abhydrolase_6        PF12697.7  MT_RS00245           -            1.7e-19   71.3   9.6   2.1e-19   71.0   9.6   1.1   1   0   0   1   1   1   1 Alpha/beta hydrolase family
Abhydrolase_1        PF00561.20 MT_RS00245           -            5.3e-11   42.6   0.4   5.8e-10   39.2   0.4   2.1   1   1   0   1   1   1   1 alpha/beta hydrolase fold
Inos-1-P_synth       PF01658.17 MT_RS00250           -            2.1e-32  111.6   0.0   1.1e-31  109.3   0.0   2.0   2   0   0   2   2   1   1 Myo-inositol-1-phosphate synthase
PadR                 PF03551.14 MT_RS00255           -            4.7e-22   77.7   0.0   7.8e-22   77.0   0.0   1.4   1   0   0   1   1   1   1 Transcriptional regulator PadR-like family
Vir_act_alpha_C      PF10400.9  MT_RS00255           -            0.00012   22.7   0.6   0.00021   21.9   0.6   1.3   1   0   0   1   1   0   0 Virulence activator alpha C-term
DUF1707              PF08044.11 MT_RS00260           -            4.1e-17   62.0   6.2   7.5e-17   61.1   6.2   1.5   1   0   0   1   1   1   1 Domain of unknown function (DUF1707)
DUF5318              PF17249.2  MT_RS00265           -            7.7e-59  197.2   0.1     9e-59  197.0   0.1   1.0   1   0   0   1   1   1   1 Family of unknown function (DUF5318)
Transgly             PF00912.22 MT_RS00270           -            1.8e-56  190.4   0.0   2.9e-56  189.7   0.0   1.4   1   0   0   1   1   1   1 Transglycosylase
Transpeptidase       PF00905.22 MT_RS00270           -            7.9e-27   94.3   1.6   1.3e-26   93.6   1.6   1.3   1   0   0   1   1   1   1 Penicillin binding protein transpeptidase domain
GT87                 PF09594.10 MT_RS00275           -            1.7e-14   54.2  36.9   1.7e-14   54.2  36.9   3.1   2   1   1   3   3   1   1 Glycosyltransferase family 87
DJ-1_PfpI            PF01965.24 MT_RS00280           -            2.6e-25   89.1   0.0     3e-25   88.9   0.0   1.1   1   0   0   1   1   1   1 DJ-1/PfpI family
Ribosomal_S6         PF01250.17 MT_RS00285           -            4.1e-28   97.5   0.0   4.6e-28   97.3   0.0   1.0   1   0   0   1   1   1   1 Ribosomal protein S6
SSB                  PF00436.25 MT_RS00290           -            1.2e-30  105.6   0.0   1.5e-30  105.3   0.0   1.1   1   0   0   1   1   1   1 Single-strand binding protein family
Ribosomal_S18        PF01084.20 MT_RS00295           -            2.1e-22   79.1   0.5   2.6e-22   78.8   0.5   1.1   1   0   0   1   1   1   1 Ribosomal protein S18
Ribosomal_L9_C       PF03948.14 MT_RS00300           -              7e-23   80.9   0.3     1e-22   80.4   0.3   1.2   1   0   0   1   1   1   1 Ribosomal protein L9, C-terminal domain
Ribosomal_L9_N       PF01281.19 MT_RS00300           -            4.6e-20   70.9   0.0   7.5e-20   70.2   0.0   1.4   1   0   0   1   1   1   1 Ribosomal protein L9, N-terminal domain
DnaB_C               PF03796.15 MT_RS00310           -            4.5e-96  321.1   0.0   5.4e-96  320.8   0.0   1.1   1   0   0   1   1   1   1 DnaB-like helicase C terminal domain
DnaB                 PF00772.21 MT_RS00310           -            9.7e-34  115.6   0.0   3.3e-33  113.9   0.0   1.9   2   0   0   2   2   1   1 DnaB-like helicase N terminal domain
Intein_splicing      PF14890.6  MT_RS00310           -            1.8e-20   73.3   0.0     3e-20   72.5   0.0   1.4   1   0   0   1   1   1   1 Intein splicing domain
LAGLIDADG_3          PF14528.6  MT_RS00310           -            7.8e-19   67.8   0.0   2.2e-18   66.3   0.0   1.8   2   0   0   2   2   1   1 LAGLIDADG-like domain
AAA_25               PF13481.6  MT_RS00310           -            1.9e-15   56.9   0.0     5e-15   55.6   0.0   1.7   1   0   0   1   1   1   1 AAA domain
DarT                 PF14487.6  MT_RS00315           -            9.2e-55  185.6   0.0     1e-54  185.4   0.0   1.0   1   0   0   1   1   1   1 ssDNA thymidine ADP-ribosyltransferase, DarT
Macro                PF01661.21 MT_RS00320           -              1e-23   83.6   0.0   1.6e-23   83.0   0.0   1.3   1   0   0   1   1   1   1 Macro domain
Glyco_hydro_6        PF01341.17 MT_RS00335           -            1.7e-70  238.2   0.0   2.1e-70  237.9   0.0   1.1   1   0   0   1   1   1   1 Glycosyl hydrolases family 6
FAD_binding_4        PF01565.23 MT_RS00340           -            1.9e-30  105.4   5.9   1.9e-30  105.4   4.1   2.0   2   0   0   2   2   1   1 FAD binding domain
BBE                  PF08031.12 MT_RS00340           -            3.8e-08   33.3   0.1     8e-08   32.3   0.1   1.5   1   0   0   1   1   1   1 Berberine and berberine like
UPF0182              PF03699.13 MT_RS00345           -           4.7e-271  901.3   0.0  5.6e-271  901.0   0.0   1.0   1   0   0   1   1   1   1 Uncharacterised protein family (UPF0182)
PIN                  PF01850.21 MT_RS00355           -            7.4e-06   26.5   0.1   8.9e-06   26.2   0.1   1.1   1   0   0   1   1   1   1 PIN domain
IDH                  PF03971.14 MT_RS00360           -                  0 1250.4   0.0         0 1250.2   0.0   1.0   1   0   0   1   1   1   1 Monomeric isocitrate dehydrogenase
TetR_N               PF00440.23 MT_RS00365           -            8.2e-15   54.3   0.1   1.7e-14   53.3   0.1   1.6   1   0   0   1   1   1   1 Bacterial regulatory proteins, tetR family
adh_short            PF00106.25 MT_RS00370           -            6.6e-29  100.8   0.8   8.4e-28   97.2   0.8   2.0   1   1   0   1   1   1   1 short chain dehydrogenase
adh_short_C2         PF13561.6  MT_RS00370           -            5.4e-20   72.0   1.7   2.8e-19   69.6   1.7   1.9   1   1   0   1   1   1   1 Enoyl-(Acyl carrier protein) reductase
KR                   PF08659.10 MT_RS00370           -            1.8e-10   41.0   0.9   2.6e-10   40.5   0.9   1.3   1   0   0   1   1   1   1 KR domain
SDH_alpha            PF03313.15 MT_RS00375           -            1.6e-96  323.0   6.3   1.5e-95  319.8   4.8   2.1   2   0   0   2   2   1   1 Serine dehydratase alpha chain
SDH_beta             PF03315.15 MT_RS00375           -            3.5e-54  183.4   0.0   6.6e-54  182.5   0.0   1.5   1   0   0   1   1   1   1 Serine dehydratase beta chain
SHMT                 PF00464.19 MT_RS00380           -           2.4e-159  530.3   0.0  2.8e-159  530.0   0.0   1.0   1   0   0   1   1   1   1 Serine hydroxymethyltransferase
Aminotran_1_2        PF00155.21 MT_RS00380           -            2.6e-09   36.7   0.0   4.9e-09   35.8   0.0   1.4   1   1   0   1   1   1   1 Aminotransferase class I and II
DegT_DnrJ_EryC1      PF01041.17 MT_RS00380           -            9.1e-06   25.2   1.0   1.3e-05   24.8   1.0   1.2   1   0   0   1   1   1   1 DegT/DnrJ/EryC1/StrS aminotransferase family
Beta_elim_lyase      PF01212.21 MT_RS00380           -            0.00014   21.3   0.7   0.00046   19.6   0.7   1.7   1   1   0   1   1   0   0 Beta-eliminating lyase
RVT_1                PF00078.27 MT_RS00385           -            9.2e-18   64.6   0.0   1.2e-17   64.2   0.0   1.1   1   0   0   1   1   1   1 Reverse transcriptase (RNA-dependent DNA polymerase)
ABC_tran             PF00005.27 MT_RS00395           -            1.5e-32  113.0   0.0   2.9e-32  112.1   0.0   1.5   1   0   0   1   1   1   1 ABC transporter
cNMP_binding         PF00027.29 MT_RS00395           -            3.4e-19   68.7   0.5   9.2e-19   67.3   0.2   1.8   2   0   0   2   2   1   1 Cyclic nucleotide-binding domain
AAA_21               PF13304.6  MT_RS00395           -            9.7e-09   35.4   0.2   0.00061   19.7   0.0   2.1   2   0   0   2   2   0   0 AAA domain, putative AbiEii toxin, Type IV TA system
Amidohydro_1         PF01979.20 MT_RS00400           -            6.3e-52  177.0   0.1   7.7e-52  176.7   0.1   1.0   1   0   0   1   1   1   1 Amidohydrolase family
Amidohydro_3         PF07969.11 MT_RS00400           -            5.4e-21   75.6  14.1   1.9e-16   60.6   9.0   2.2   1   1   1   2   2   1   1 Amidohydrolase family
Aminotran_1_2        PF00155.21 MT_RS00405           -            1.4e-32  113.3   0.0   1.6e-32  113.1   0.0   1.0   1   0   0   1   1   1   1 Aminotransferase class I and II
Abhydrolase_1        PF00561.20 MT_RS00415           -            2.2e-14   53.7   0.0   3.7e-14   53.0   0.0   1.4   1   1   0   1   1   1   1 alpha/beta hydrolase fold
Abhydrolase_6        PF12697.7  MT_RS00415           -              1e-12   49.2   9.3   1.2e-12   48.9   9.3   1.0   1   0   0   1   1   1   1 Alpha/beta hydrolase family
Hydrolase_4          PF12146.8  MT_RS00415           -            1.3e-06   27.8   0.2   3.6e-06   26.4   0.2   1.6   1   1   0   1   1   0   0 Serine aminopeptidase, S33
TetR_N               PF00440.23 MT_RS00420           -            1.8e-15   56.4   0.1   4.4e-15   55.2   0.1   1.7   1   0   0   1   1   1   1 Bacterial regulatory proteins, tetR family
AbiEii               PF08843.11 MT_RS00425           -            2.8e-08   34.0   2.7   4.7e-08   33.3   2.7   1.4   1   1   0   1   1   1   1 Nucleotidyl transferase AbiEii toxin, Type IV TA system
Ribosom_S30AE_C      PF16321.5  MT_RS00435           -            2.1e-16   59.4   0.0   4.1e-10   39.2   0.0   2.2   2   0   0   2   2   1   1 Sigma 54 modulation/S30EA ribosomal protein C terminus
Pyridox_ox_2         PF12900.7  MT_RS00440           -            1.1e-22   80.6   2.6   1.4e-22   80.2   2.6   1.1   1   0   0   1   1   1   1 Pyridoxamine 5'-phosphate oxidase
HTH_20               PF12840.7  MT_RS00445           -            3.6e-10   39.7   2.2   4.9e-09   36.1   0.5   2.2   2   0   0   2   2   1   1 Helix-turn-helix domain
HTH_5                PF01022.20 MT_RS00445           -            1.6e-08   34.3   0.3   3.1e-08   33.3   0.3   1.5   1   0   0   1   1   1   1 Bacterial regulatory protein, arsR family
Oxidored_q6          PF01058.22 MT_RS00450           -              2e-24   85.9   1.2   2.4e-24   85.6   1.2   1.1   1   0   0   1   1   1   1 NADH ubiquinone oxidoreductase, 20 Kd subunit
Proton_antipo_M      PF00361.20 MT_RS00455           -            1.5e-52  178.6  17.7   1.5e-52  178.6  17.7   1.9   1   1   1   2   2   1   1 Proton-conducting membrane transporter
NADHdh               PF00146.21 MT_RS00460           -              5e-41  141.0  13.4   6.3e-41  140.6  13.4   1.0   1   0   0   1   1   1   1 NADH dehydrogenase
Proton_antipo_M      PF00361.20 MT_RS00470           -            3.4e-45  154.5  20.3   3.4e-45  154.5  20.3   1.6   2   0   0   2   2   1   1 Proton-conducting membrane transporter
Complex1_49kDa       PF00346.19 MT_RS00475           -            3.2e-22   78.9   0.0   4.2e-18   65.4   0.0   2.1   1   1   1   2   2   1   1 Respiratory-chain NADH dehydrogenase, 49 Kd subunit
Complex1_30kDa       PF00329.19 MT_RS00475           -            2.6e-14   53.9   0.0   5.5e-14   52.8   0.0   1.5   1   0   0   1   1   1   1 Respiratory-chain NADH dehydrogenase, 30 Kd subunit
NiFeSe_Hases         PF00374.19 MT_RS00475           -            4.1e-11   42.5   0.5   5.3e-08   32.2   0.1   2.1   2   0   0   2   2   1   1 Nickel-dependent hydrogenase
Polyketide_cyc2      PF10604.9  MT_RS00480           -              1e-08   35.5   1.3     2e-08   34.6   0.1   1.9   2   0   0   2   2   1   1 Polyketide cyclase / dehydrase and lipid transport
Methyltransf_11      PF08241.12 MT_RS00485           -            7.5e-20   71.4   0.0   1.1e-19   70.9   0.0   1.2   1   0   0   1   1   1   1 Methyltransferase domain
Methyltransf_25      PF13649.6  MT_RS00485           -            1.4e-19   70.6   0.0   2.1e-19   70.0   0.0   1.3   1   0   0   1   1   1   1 Methyltransferase domain
Methyltransf_12      PF08242.12 MT_RS00485           -            4.2e-14   53.1   0.0   6.4e-14   52.5   0.0   1.3   1   0   0   1   1   1   1 Methyltransferase domain
Methyltransf_31      PF13847.6  MT_RS00485           -            3.4e-13   49.6   0.0   3.9e-13   49.4   0.0   1.1   1   0   0   1   1   1   1 Methyltransferase domain
Methyltransf_23      PF13489.6  MT_RS00485           -            1.2e-12   48.0   0.0   1.4e-12   47.7   0.0   1.1   1   0   0   1   1   1   1 Methyltransferase domain
MTS                  PF05175.14 MT_RS00485           -            3.9e-10   39.5   0.0   5.5e-10   39.1   0.0   1.1   1   0   0   1   1   1   1 Methyltransferase small domain
NodS                 PF05401.11 MT_RS00485           -            9.8e-10   38.4   0.0   1.3e-09   38.0   0.0   1.1   1   0   0   1   1   1   1 Nodulation protein S (NodS)
Ubie_methyltran      PF01209.18 MT_RS00485           -            4.5e-09   36.0   0.0   6.2e-09   35.5   0.0   1.1   1   0   0   1   1   1   1 ubiE/COQ5 methyltransferase family
RrnaAD               PF00398.20 MT_RS00485           -            2.2e-08   33.5   0.0   2.3e-08   33.4   0.0   1.1   1   0   0   1   1   1   1 Ribosomal RNA adenine dimethylase
Methyltransf_2       PF00891.18 MT_RS00485           -            6.8e-06   25.5   0.0   8.4e-06   25.2   0.0   1.1   1   0   0   1   1   1   1 O-methyltransferase domain
Methyltransf_9       PF08003.11 MT_RS00485           -            9.8e-06   24.7   0.0   1.4e-05   24.2   0.0   1.2   1   0   0   1   1   1   1 Protein of unknown function (DUF1698)
PrmA                 PF06325.13 MT_RS00485           -            2.4e-05   23.9   0.0     3e-05   23.6   0.0   1.1   1   0   0   1   1   1   1 Ribosomal protein L11 methyltransferase (PrmA)
DUF2127              PF09900.9  MT_RS00490           -            9.6e-35  119.9  10.9   1.3e-34  119.5  10.9   1.2   1   0   0   1   1   1   1 Predicted membrane protein (DUF2127)
PNP_UDP_1            PF01048.20 MT_RS00495           -            2.6e-45  154.5   0.2     3e-45  154.3   0.2   1.0   1   0   0   1   1   1   1 Phosphorylase superfamily
Hydrolase            PF00702.26 MT_RS00500           -              2e-49  168.7   4.5     2e-49  168.7   4.5   3.0   3   1   0   3   3   1   1 haloacid dehalogenase-like hydrolase
E1-E2_ATPase         PF00122.20 MT_RS00500           -            1.8e-45  154.7   3.9   1.8e-45  154.7   3.9   2.3   2   0   0   2   2   1   1 E1-E2 ATPase
